PHONEME DATA:
Uw	27.888	28.096
Sil	28.096	29.008
D	29.008	29.2
Hh	29.2	29.376
N	29.376	29.472
R	29.472	29.52
Sil	29.52	29.696
R	29.696	29.792
Iy	29.792	30.112
Sil	30.112	30.16
T	30.16	30.256
Ax	30.256	30.304
Z	30.304	30.416
M	30.416	30.608
W	30.608	30.896
L	30.896	30.992
Dh	30.992	31.072
W	31.072	31.312
D	31.312	31.408
Uw	31.408	31.616
M	31.616	31.936
N	31.936	32.032
Uw	32.032	32.128
Sil	32.128	32.464
Z	32.464	32.576
Sil	32.576	32.832
Dh	32.832	32.88
W	32.88	32.976
N	32.976	33.04
Hh	33.04	33.408
Ow	33.408	33.504
M	33.504	33.616
L	33.616	33.68
Hh	33.68	33.92
Th	33.92	34.048
Sil	34.048	34.16
Ax	34.16	34.24
Hh	34.24	34.432
N	34.432	34.592
Sil	34.592	35.392
Z	35.392	35.632
Y	35.632	35.808
Iy	35.808	35.968
Z	35.968	36.064
Sil	36.064	36.144
Dh	36.144	36.256
Uw	36.256	36.48
N	36.48	36.704
Ax	36.704	36.896
Z	36.896	36.992
Uw	36.992	37.216
D	37.216	37.28
Ax	37.28	37.312
M	37.312	37.6
Sil	37.6	37.712
B	37.712	37.84
Sil	37.84	38.048
D	38.048	38.192
Sil	38.192	38.368
Z	38.368	38.608
Sil	38.608	38.752
Ax	38.752	38.8
N	38.8	38.912
Hh	38.912	39.104
K	39.104	39.168
Hh	39.168	39.504
W	39.504	39.552
L	39.552	39.6
Hh	39.6	39.808
Sil	39.808	40.16
Hh	40.16	40.368
Sil	40.368	41.312
Hh	41.312	41.488
B	41.488	41.648
Sil	41.648	42.08
D	42.08	42.112
B	42.112	42.224
Sil	42.224	43.184
Hh	43.184	43.392
Sil	43.392	44.304
Hh	44.304	44.496
Sil	44.496	45.04
Th	45.04	45.536
Hh	45.536	45.728
Ax	45.728	45.76
Z	45.76	45.808
Th	45.808	45.952
Sil	45.952	46.144
Hh	46.144	46.256
Er	46.256	46.432
Hh	46.432	46.576
R	46.576	46.864
Ay	46.864	46.96
Ow	46.96	47.152
Er	47.152	47.248
D	47.248	47.28
Z	47.28	47.376
Sil	47.376	47.472
Ax	47.472	47.504
M	47.504	47.696
N	47.696	47.808
Sil	47.808	48.032
Hh	48.032	48.256
Er	48.256	48.32
R	48.32	48.464
Er	48.464	48.544
Hh	48.544	48.704
Sil	48.704	48.736
S	48.736	48.832
Hh	48.832	48.88
Sil	48.88	49.056
Hh	49.056	49.136
Ax	49.136	49.168
M	49.168	49.344
D	49.344	49.424
Uw	49.424	49.568
W	49.568	49.68
Ow	49.68	49.856
V	49.856	49.92
Ax	49.92	49.984
Sil	49.984	50.16
Ax	50.16	50.208
T	50.208	50.256
Th	50.256	50.432
S	50.432	50.544
Ax	50.544	50.624
N	50.624	50.784
Sil	50.784	50.96
S	50.96	51.072
Th	51.072	51.264
Hh	51.264	51.344
Sil	51.344	51.504
Dh	51.504	51.552
Hh	51.552	51.632
Sil	51.632	51.696
S	51.696	51.792
Th	51.792	51.936
N	51.936	52.064
D	52.064	52.096
Ax	52.096	52.128
Hh	52.128	52.496
Sil	52.496	52.56
R	52.56	52.816
D	52.816	52.88
Sil	52.88	53.184
Z	53.184	53.28
Th	53.28	53.472
Sil	53.472	53.552
Ax	53.552	53.584
M	53.584	53.712
Sil	53.712	53.92
T	53.92	53.968
Hh	53.968	54.112
R	54.112	54.272
Hh	54.272	54.4
R	54.4	54.464
M	54.464	54.512
Hh	54.512	54.576
Ax	54.576	54.672
Z	54.672	54.72
Th	54.72	54.96
N	54.96	55.024
D	55.024	55.072
Hh	55.072	55.344
M	55.344	55.456
Sil	55.456	55.584
Hh	55.584	56.896
S	56.896	57.008
Ch	57.008	57.232
S	57.232	57.632
Jh	57.632	57.76
Iy	57.76	57.888
Th	57.888	58
Ax	58	58.048
Hh	58.048	58.496
Uw	58.496	58.656
N	58.656	58.944
Sil	58.944	59.104
T	59.104	59.184
Th	59.184	59.392
Sil	59.392	59.472
Ax	59.472	59.536
L	59.536	59.68
Z	59.68	59.744
Sil	59.744	59.856
Hh	59.856	60.064
Ax	60.064	60.096
B	60.096	60.208
Y	60.208	60.304
N	60.304	60.368
Hh	60.368	60.56
Ax	60.56	60.592
S	60.592	60.688
Th	60.688	60.912
Hh	60.912	61.28
M	61.28	61.344
Z	61.344	61.408
Hh	61.408	61.552
Iy	61.552	61.728
N	61.728	61.856
Sil	61.856	61.984
B	61.984	62.08
Z	62.08	62.144
Th	62.144	62.288
Sil	62.288	62.832
Ax	62.832	62.896
Z	62.896	63.12
Sil	63.12	63.2
Ax	63.2	63.296
L	63.296	63.392
Z	63.392	63.456
Ax	63.456	63.552
Z	63.552	63.84
L	63.84	63.92
Hh	63.92	64.144
Uw	64.144	64.304
Z	64.304	64.384
M	64.384	64.496
Sil	64.496	64.96
D	64.96	65.056
Z	65.056	65.152
Sil	65.152	65.424
Dh	65.424	65.472
Ax	65.472	65.52
Sil	65.52	65.632
Hh	65.632	65.744
K	65.744	66.048
Hh	66.048	66.144
Ax	66.144	66.208
Sil	66.208	66.368
Hh	66.368	66.528
Ch	66.528	66.624
Th	66.624	66.784
L	66.784	66.912
Ax	66.912	66.944
Hh	66.944	67.008
Sil	67.008	67.248
K	67.248	67.568
Hh	67.568	67.824
Ax	67.824	67.872
L	67.872	68
S	68	68.064
Th	68.064	68.416
Sil	68.416	68.752
Hh	68.752	69.088
Th	69.088	69.28
Ih	69.28	69.52
Z	69.52	69.584
Ax	69.584	69.632
Uw	69.632	69.776
Dh	69.776	69.856
Ax	69.856	69.904
Uw	69.904	70.048
Ax	70.048	70.224
Z	70.224	70.304
N	70.304	70.432
Sil	70.432	70.608
Hh	70.608	70.816
Sil	70.816	70.96
S	70.96	71.024
F	71.024	71.312
Sil	71.312	71.552
Ax	71.552	71.6
K	71.6	71.728
Ax	71.728	71.776
Sil	71.776	72.08
W	72.08	72.16
Er	72.16	72.256
Jh	72.256	72.304
Hh	72.304	72.432
Sh	72.432	72.56
Hh	72.56	72.944
M	72.944	73.072
Uw	73.072	73.2
Z	73.2	73.392
Y	73.392	73.504
Uw	73.504	73.776
N	73.776	73.92
Z	73.92	74.192
Iy	74.192	74.384
Sil	74.384	74.512
Hh	74.512	74.816
Ow	74.816	74.96
M	74.96	75.04
Hh	75.04	75.152
L	75.152	75.232
Ah	75.232	75.408
S	75.408	75.68
Sil	75.68	75.776
Hh	75.776	76.016
Ax	76.016	76.048
M	76.048	76.112
Ax	76.112	76.144
Z	76.144	76.224
N	76.224	76.352
Sil	76.352	76.528
Ax	76.528	76.624
N	76.624	76.896
Jh	76.896	77.12
Z	77.12	77.2
T	77.2	77.36
Sil	77.36	77.632
Hh	77.632	77.744
N	77.744	77.808
Iy	77.808	77.968
N	77.968	78.08
Ax	78.08	78.128
Z	78.128	78.192
Hh	78.192	78.368
S	78.368	78.448
Hh	78.448	78.608
L	78.608	78.736
T	78.736	78.8
Hh	78.8	79.008
Ow	79.008	79.104
Z	79.104	79.504
Ax	79.504	79.744
Sil	79.744	79.856
Ax	79.856	79.904
Th	79.904	80.112
Hh	80.112	80.272
Uw	80.272	80.368
Hh	80.368	80.544
Iy	80.544	80.8
V	80.8	80.88
N	80.88	80.96
Uw	80.96	81.104
N	81.104	81.152
Jh	81.152	81.184
Iy	81.184	81.344
Zh	81.344	81.488
Hh	81.488	81.952
Iy	81.952	82.176
Ng	82.176	82.256
Sil	82.256	82.816
D	82.816	82.864
Z	82.864	82.944
Sil	82.944	83.024
Z	83.024	83.168
Hh	83.168	83.312
N	83.312	83.392
Ih	83.392	83.504
Hh	83.504	83.664
Ae	83.664	83.856
Er	83.856	83.92
M	83.92	83.968
Y	83.968	84.064
Uw	84.064	84.128
Hh	84.128	84.288
S	84.288	84.368
Th	84.368	84.512
Sil	84.512	84.672
T	84.672	84.688
Ax	84.688	84.72
Hh	84.72	84.88
N	84.88	85.024
Sil	85.024	85.056
Hh	85.056	85.136
N	85.136	85.248
Z	85.248	85.296
N	85.296	85.36
Hh	85.36	85.744
Z	85.744	86.016
Hh	86.016	86.192
Iy	86.192	86.384
Z	86.384	86.48
Ax	86.48	86.528
Z	86.528	87.104
Ax	87.104	87.248
Z	87.248	87.376
Ax	87.376	87.408
Dh	87.408	87.472
Ax	87.472	87.552
V	87.552	87.648
Uw	87.648	88.16
M	88.16	88.256
Uw	88.256	88.704
D	88.704	88.736
Jh	88.736	88.896
V	88.896	89.136
Uw	89.136	89.28
V	89.28	89.328
Hh	89.328	89.824
V	89.824	89.888
W	89.888	89.936
Aa	89.936	90
Hh	90	90.128
Ae	90.128	90.224
Hh	90.224	90.384
Sil	90.384	90.544
Hh	90.544	90.832
Sil	90.832	91.072
Ax	91.072	91.136
V	91.136	91.168
Hh	91.168	91.296
Sil	91.296	91.632
N	91.632	91.728
Ax	91.728	91.808
Th	91.808	91.952
Iy	91.952	92.192
Sil	92.192	92.304
Z	92.304	93.28
Ax	93.28	93.488
Uw	93.488	94
M	94	94.128
V	94.128	94.32
Uw	94.32	94.48
V	94.48	94.544
Uw	94.544	94.624
V	94.624	94.656
Jh	94.656	94.72
Zh	94.72	94.816
Hh	94.816	94.96
V	94.96	95.088
Uw	95.088	95.2
N	95.2	95.28
Sil	95.28	95.376
Hh	95.376	95.856
Ay	95.856	95.968
Hh	95.968	96.608
Aw	96.608	96.72
Ow	96.72	96.912
Dh	96.912	97.088
Hh	97.088	97.264
Sil	97.264	97.648
Hh	97.648	97.84
Sil	97.84	98.048
Ax	98.048	98.144
W	98.144	98.208
Sil	98.208	98.32
Hh	98.32	98.608
Ay	98.608	98.72
V	98.72	98.8
Ow	98.8	98.96
Hh	98.96	99.104
S	99.104	99.2
K	99.2	99.52
Ax	99.52	99.536
Hh	99.536	99.664
Ow	99.664	99.872
Z	99.872	99.952
Th	99.952	100.064
Hh	100.064	100.208
F	100.208	100.368
Sil	100.368	100.608
Hh	100.608	100.912
Sh	100.912	101.024
Hh	101.024	101.088
Th	101.088	101.184
Hh	101.184	101.248
S	101.248	101.44
K	101.44	101.552
L	101.552	101.6
Hh	101.6	102.176
L	102.176	102.272
Hh	102.272	102.336
Uh	102.336	102.4
Hh	102.4	102.592
Ax	102.592	102.656
Z	102.656	102.928
Ax	102.928	102.992
Z	102.992	103.152
L	103.152	103.36
V	103.36	103.456
Zh	103.456	103.696
Sil	103.696	103.744
Iy	103.744	104.016
Ih	104.016	104.112
V	104.112	104.176
Z	104.176	104.288
Ax	104.288	104.336
Sh	104.336	104.4
Iy	104.4	104.512
Hh	104.512	104.72
Ax	104.72	104.848
Sh	104.848	105.024
Ax	105.024	105.072
Z	105.072	105.136
Hh	105.136	105.936
K	105.936	106.192
Hh	106.192	106.384
Ow	106.384	106.496
Ax	106.496	106.528
Z	106.528	106.576
M	106.576	106.72
Th	106.72	106.768
Hh	106.768	106.944
Zh	106.944	107.04
V	107.04	107.168
N	107.168	107.264
Z	107.264	107.392
Hh	107.392	107.536
Uw	107.536	107.696
N	107.696	107.808
Hh	107.808	108.064
Ax	108.064	108.096
Sil	108.096	108.24
Ax	108.24	108.352
T	108.352	108.4
Hh	108.4	108.544
Ae	108.544	108.656
Hh	108.656	108.96
Ae	108.96	109.056
M	109.056	109.136
Uw	109.136	109.248
V	109.248	109.296
W	109.296	109.36
R	109.36	109.456
Hh	109.456	109.584
Ey	109.584	109.84
Ih	109.84	110.016
Z	110.016	110.192
N	110.192	110.24
Hh	110.24	110.592
Ae	110.592	110.816
Hh	110.816	111.12
Ax	111.12	111.184
Sil	111.184	111.344
Hh	111.344	111.552
Aw	111.552	111.664
Ax	111.664	111.712
S	111.712	111.776
Hh	111.776	112.304
N	112.304	112.448
S	112.448	112.528
Th	112.528	112.64
Zh	112.64	112.736
Ax	112.736	112.816
Hh	112.816	113.2
S	113.2	113.52
K	113.52	113.68
Ax	113.68	113.728
S	113.728	113.824
F	113.824	113.968
Hh	113.968	114.368
Ow	114.368	114.496
Hh	114.496	114.656
Sh	114.656	115.008
Ey	115.008	115.248
Hh	115.248	115.584
Sh	115.584	115.92
Hh	115.92	116.064
Aw	116.064	116.16
S	116.16	116.48
Sil	116.48	116.528
Ah	116.528	116.608
L	116.608	116.672
Ih	116.672	116.816
Sil	116.816	116.944
Eh	116.944	117.024
Sil	117.024	117.232
Hh	117.232	117.584
Aa	117.584	117.744
Hh	117.744	118.144
Th	118.144	118.256
Sil	118.256	118.368
Sh	118.368	118.848
Ae	118.848	118.944
Sh	118.944	119.008
Hh	119.008	119.12
S	119.12	119.552
Ax	119.552	119.616
Hh	119.616	119.76
Aw	119.76	120.048
Hh	120.048	120.176
Ay	120.176	120.576
Hh	120.576	120.64
Ay	120.64	120.72
Ng	120.72	120.768
Er	120.768	120.864
M	120.864	121.104
Sil	121.104	121.184
Ow	121.184	121.392
Ng	121.392	121.472
Hh	121.472	121.648
L	121.648	121.728
Z	121.728	121.792
Ax	121.792	121.872
S	121.872	122.096
Hh	122.096	122.176
Iy	122.176	122.336
Uw	122.336	122.624
Z	122.624	122.864
Uw	122.864	122.96
Sil	122.96	123.136
Ax	123.136	123.248
Sil	123.248	123.424
Uw	123.424	123.52
Sil	123.52	124.384
Ow	124.384	124.72
Ax	124.72	124.912
Sil	124.912	125.072
Hh	125.072	125.808
S	125.808	125.872
Sh	125.872	126.144
Hh	126.144	126.336
Ih	126.336	126.384
Sh	126.384	126.656
Hh	126.656	127.12
Ae	127.12	127.216
Iy	127.216	127.296
Hh	127.296	127.36
Uw	127.36	127.424
Hh	127.424	127.984
S	127.984	128.048
F	128.048	128.224
Hh	128.224	128.416
Ow	128.416	128.688
N	128.688	128.736
Hh	128.736	129.296
Th	129.296	129.408
V	129.408	129.456
T	129.456	129.536
Hh	129.536	130.08
Ae	130.08	130.192
S	130.192	130.368
Z	130.368	130.416
Zh	130.416	130.496
Hh	130.496	130.96
S	130.96	131.12
Z	131.12	131.264
Zh	131.264	131.376
Hh	131.376	131.536
Ax	131.536	131.616
S	131.616	131.728
Hh	131.728	131.92
Th	131.92	132.016
N	132.016	132.08
Aa	132.08	132.144
Ay	132.144	132.32
Ae	132.32	132.592
Ax	132.592	132.64
F	132.64	132.768
Hh	132.768	133.056
Iy	133.056	133.168
Zh	133.168	133.28
Ih	133.28	133.376
Hh	133.376	133.632
N	133.632	133.92
Z	133.92	133.984
F	133.984	134.192
Hh	134.192	134.368
Uw	134.368	134.576
Er	134.576	134.624
Z	134.624	134.688
Hh	134.688	134.768
Uw	134.768	134.976
R	134.976	135.088
Hh	135.088	135.376
K	135.376	135.648
L	135.648	135.776
K	135.776	135.808
M	135.808	135.888
Hh	135.888	136.016
Ay	136.016	136.144
F	136.144	136.208
Th	136.208	136.304
Ax	136.304	136.336
Z	136.336	136.4
Hh	136.4	136.752
Ah	136.752	136.88
Z	136.88	137.024
K	137.024	137.136
F	137.136	137.36
Hh	137.36	137.44
M	137.44	137.616
S	137.616	137.696
Hh	137.696	137.76
Uw	137.76	138.016
Z	138.016	138.128
V	138.128	138.208
Ah	138.208	138.352
Z	138.352	138.448
Ih	138.448	138.512
Dh	138.512	138.56
Ax	138.56	138.624
Hh	138.624	138.848
Aw	138.848	139.36
Ow	139.36	139.456
Hh	139.456	139.808
N	139.808	139.856
Z	139.856	139.936
Hh	139.936	140.448
Ey	140.448	140.56
Hh	140.56	140.72
Uw	140.72	140.928
Z	140.928	140.976
Iy	140.976	141.024
Hh	141.024	141.12
Y	141.12	141.232
Iy	141.232	141.344
Sh	141.344	141.408
Hh	141.408	141.472
Ae	141.472	141.68
Hh	141.68	142.224
Th	142.224	142.32
Ae	142.32	142.608
Hh	142.608	142.832
S	142.832	142.912
Ax	142.912	142.96
V	142.96	143.04
Iy	143.04	143.2
Hh	143.2	143.344
Ey	143.344	143.6
F	143.6	143.76
V	143.76	143.888
Eh	143.888	143.952
Ae	143.952	144.304
F	144.304	144.464
Ax	144.464	144.528
V	144.528	144.64
Hh	144.64	144.992
Er	144.992	145.04
Z	145.04	145.088
Hh	145.088	145.264
S	145.264	145.408
Hh	145.408	145.728
N	145.728	145.776
Z	145.776	145.856
Hh	145.856	145.968
Ax	145.968	146.112
Hh	146.112	146.32
Ey	146.32	146.432
Hh	146.432	146.72
Ih	146.72	146.832
Ey	146.832	147.104
Sil	147.104	147.264
Sh	147.264	147.344
Sil	147.344	147.616
Hh	147.616	147.984
Ae	147.984	148.08
Dh	148.08	148.128
Ax	148.128	148.176
Th	148.176	148.272
Ae	148.272	148.432
Ih	148.432	148.64
Ax	148.64	148.704
V	148.704	148.768
Hh	148.768	149.04
Uw	149.04	149.088
D	149.088	149.12
Iy	149.12	149.28
Hh	149.28	149.616
Uw	149.616	149.888
Er	149.888	150.032
Z	150.032	150.08
Hh	150.08	150.16
Ax	150.16	150.208
Z	150.208	150.368
Ax	150.368	150.416
Sil	150.416	150.592
Hh	150.592	150.72
Uw	150.72	150.896
Hh	150.896	150.96
K	150.96	151.072
Er	151.072	151.136
V	151.136	151.184
L	151.184	151.264
Uw	151.264	151.584
Hh	151.584	151.664
K	151.664	151.728
S	151.728	151.808
Hh	151.808	152.272
Ih	152.272	152.384
Hh	152.384	152.736
Z	152.736	152.816
Hh	152.816	153.136
Ax	153.136	153.184
Z	153.184	153.28
Th	153.28	153.424
N	153.424	153.52
Sil	153.52	153.552
Hh	153.552	153.792
Uw	153.792	153.872
Hh	153.872	154.048
M	154.048	154.128
Uw	154.128	154.224
Y	154.224	154.272
Hh	154.272	154.48
Ow	154.48	154.672
Z	154.672	154.736
Hh	154.736	154.816
Ey	154.816	154.944
Hh	154.944	155.216
Ax	155.216	155.264
Z	155.264	155.328
Hh	155.328	155.408
Ax	155.408	155.456
Sh	155.456	155.728
Z	155.728	156.256
L	156.256	156.496
Hh	156.496	156.544
Uw	156.544	156.8
Hh	156.8	156.88
Uw	156.88	157.024
N	157.024	157.088
Sil	157.088	157.616
Jh	157.616	157.68
Zh	157.68	157.792
Hh	157.792	158
Ow	158	158.128
Sil	158.128	158.336
Hh	158.336	159.728
Ax	159.728	159.792
Sil	159.792	160.064
Hh	160.064	160.32
Sil	160.32	160.528
Hh	160.528	160.656
Ae	160.656	160.992
Sil	160.992	161.136
Ey	161.136	161.2
S	161.2	161.248
Hh	161.248	161.344
Zh	161.344	161.424
Iy	161.424	161.76
Eh	161.76	162
Ih	162	162.432
Hh	162.432	163.408
Sil	163.408	163.568
Zh	163.568	163.728
Sil	163.728	163.984
L	163.984	164.048
Sil	164.048	164.144
Ih	164.144	164.208
Hh	164.208	164.608
Ao	164.608	164.688
Hh	164.688	164.736
Ao	164.736	164.816
Hh	164.816	165.68
Ax	165.68	165.776
Z	165.776	166.08
F	166.08	166.496
S	166.496	166.64
F	166.64	166.704
Sil	166.704	166.864
Ax	166.864	166.928
Dh	166.928	166.96
Sil	166.96	167.056
Hh	167.056	167.264
S	167.264	167.632
K	167.632	167.84
Hh	167.84	168
S	168	168.096
K	168.096	168.24
P	168.24	168.416
Hh	168.416	168.736
Th	168.736	169.056
Hh	169.056	170.016
Th	170.016	170.128
Sil	170.128	170.224
S	170.224	171.056
Th	171.056	171.184
Z	171.184	171.28
Ax	171.28	171.312
T	171.312	171.44
Hh	171.44	171.792
R	171.792	171.888
Sil	171.888	171.936
Aa	171.936	172.096
Ah	172.096	172.272
Hh	172.272	172.336
Er	172.336	172.448
S	172.448	172.544
F	172.544	172.592
Ax	172.592	172.624
Dh	172.624	172.656
Ae	172.656	172.88
Hh	172.88	173.376
Ow	173.376	173.776
Th	173.776	174.176
Ax	174.176	174.272
T	174.272	174.336
Ax	174.336	174.352
Hh	174.352	174.512
R	174.512	174.88
Sil	174.88	174.944
R	174.944	175.024
Hh	175.024	175.216
Uw	175.216	175.328
M	175.328	175.408
S	175.408	175.472
Th	175.472	175.648
Hh	175.648	175.776
Z	175.776	175.872
Ax	175.872	175.936
Sil	175.936	176.144
Hh	176.144	176.816
Er	176.816	176.88
Z	176.88	176.992
Hh	176.992	177.056
K	177.056	177.28
Th	177.28	177.376
Sil	177.376	178.032
Ah	178.032	178.128
N	178.128	178.24
Ax	178.24	178.368
Zh	178.368	178.448
F	178.448	178.528
Sil	178.528	178.592
Ax	178.592	178.736
Hh	178.736	178.848
N	178.848	178.928
Eh	178.928	179.04
Hh	179.04	179.344
Er	179.344	179.472
V	179.472	179.536
Er	179.536	179.68
Jh	179.68	179.712
Th	179.712	180.016
Hh	180.016	180.432
N	180.432	180.496
Er	180.496	180.592
Hh	180.592	180.704
R	180.704	180.912
D	180.912	180.976
Ax	180.976	181.024
W	181.024	181.088
Hh	181.088	181.184
N	181.184	181.344
Z	181.344	181.44
Hh	181.44	181.792
Ax	181.792	181.856
V	181.856	182.048
Ax	182.048	182.128
S	182.128	182.48
Th	182.48	182.688
Hh	182.688	182.816
S	182.816	182.896
Th	182.896	183.264
Hh	183.264	183.36
Ow	183.36	183.472
Hh	183.472	183.616
Er	183.616	183.92
Hh	183.92	183.984
Ah	183.984	184.112
Er	184.112	184.32
Z	184.32	184.384
Ax	184.384	184.48
V	184.48	184.544
Ax	184.544	184.592
Sil	184.592	184.64
Ey	184.64	184.736
Sil	184.736	184.864
Ax	184.864	184.944
Hh	184.944	185.36
Ow	185.36	185.424
Dh	185.424	185.488
Hh	185.488	185.584
S	185.584	185.664
Hh	185.664	185.744
Sh	185.744	185.856
Th	185.856	186.048
Sil	186.048	186.144
Hh	186.144	186.416
R	186.416	186.48
Hh	186.48	186.608
Er	186.608	186.896
Z	186.896	186.928
Hh	186.928	187.04
Sil	187.04	187.248
S	187.248	187.328
Th	187.328	187.536
Sil	187.536	187.648
S	187.648	187.712
Sil	187.712	188
S	188	188.064
Hh	188.064	188.736
S	188.736	188.832
Dh	188.832	188.944
Z	188.944	189.024
Th	189.024	189.12
Hh	189.12	189.36
Uw	189.36	189.44
Hh	189.44	189.536
R	189.536	189.696
Ah	189.696	189.856
Th	189.856	190.032
Sil	190.032	190.112
Er	190.112	190.224
Z	190.224	190.336
Sil	190.336	190.96
Hh	190.96	191.072
Eh	191.072	191.2
Er	191.2	191.328
Dh	191.328	191.376
Er	191.376	191.488
S	191.488	191.616
Ax	191.616	191.696
Z	191.696	191.744
Th	191.744	191.888
Hh	191.888	191.952
N	191.952	192.048
Z	192.048	192.08
Hh	192.08	192.256
M	192.256	192.384
Uw	192.384	192.512
R	192.512	192.72
B	192.72	192.816
Hh	192.816	192.992
M	192.992	193.072
Hh	193.072	193.152
Sil	193.152	193.184
Z	193.184	193.296
Th	193.296	193.424
Hh	193.424	193.632
Aa	193.632	193.68
R	193.68	193.744
Ow	193.744	193.904
S	193.904	194.32
Sil	194.32	194.528
Er	194.528	194.672
Z	194.672	194.736
Ah	194.736	194.976
Sil	194.976	195.056
Ao	195.056	196
V	196	196.032
Hh	196.032	196.128
Sh	196.128	196.272
Hh	196.272	196.464
Sil	196.464	196.528
Ao	196.528	196.768
L	196.768	196.88
Hh	196.88	197.712
L	197.712	197.936
Hh	197.936	198.064
R	198.064	198.72
Hh	198.72	198.864
Ax	198.864	198.944
Hh	198.944	199.088
Jh	199.088	199.184
F	199.184	199.488
Th	199.488	199.664
Uw	199.664	199.84
Hh	199.84	200
Uw	200	200.144
Er	200.144	200.448
Ih	200.448	200.608
Z	200.608	200.736
Ah	200.736	200.848
Sil	200.848	200.976
Hh	200.976	201.104
Ay	201.104	201.36
Ao	201.36	201.472
Hh	201.472	201.664
Uw	201.664	201.808
Ih	201.808	201.92
Z	201.92	201.984
Ax	201.984	202.016
Sil	202.016	202.064
Eh	202.064	202.176
Hh	202.176	202.272
Eh	202.272	202.464
Uw	202.464	202.592
Ax	202.592	202.64
L	202.64	202.8
Hh	202.8	202.96
Ey	202.96	203.088
Uw	203.088	203.216
V	203.216	203.296
Ax	203.296	203.328
Er	203.328	203.392
Z	203.392	203.472
Ax	203.472	203.52
Zh	203.52	203.68
Iy	203.68	203.904
Hh	203.904	204.032
Uw	204.032	204.256
M	204.256	204.4
Uw	204.4	204.608
M	204.608	204.64
Dh	204.64	204.704
Ax	204.704	204.752
M	204.752	205.008
B	205.008	205.056
Z	205.056	205.136
Hh	205.136	205.472
Er	205.472	205.632
Z	205.632	205.696
Hh	205.696	205.84
S	205.84	206.112
L	206.112	206.176
Ah	206.176	206.592
Ey	206.592	206.672
Ow	206.672	206.784
Dh	206.784	206.848
L	206.848	206.912
Ao	206.912	207.28
Sil	207.28	207.488
Oy	207.488	207.584
Sil	207.584	207.632
Ow	207.632	207.872
Sil	207.872	207.968
Sh	207.968	208.112
F	208.112	208.224
Sil	208.224	208.336
Ow	208.336	208.72
Hh	208.72	209.6
Ow	209.6	209.728
L	209.728	209.84
Hh	209.84	210
Ao	210	210.288
Hh	210.288	210.368
Ao	210.368	210.608
Hh	210.608	210.896
F	210.896	211.216
Hh	211.216	211.344
V	211.344	211.424
Ow	211.424	211.584
Uw	211.584	211.648
Ih	211.648	211.712
Hh	211.712	211.808
Uw	211.808	211.968
Er	211.968	212.272
Hh	212.272	212.352
Er	212.352	212.432
S	212.432	212.528
Ay	212.528	212.816
Hh	212.816	212.976
Ae	212.976	213.184
Hh	213.184	213.376
Th	213.376	213.472
Ih	213.472	213.648
Ah	213.648	213.984
Hh	213.984	214.064
